168,21,1064,1
234,53,621,1
131,124,562,1
88,44,346,1
8,94,257,1
23,73,232,1
104,28,212,1
20,32,167,0
15,27,115,0
20,13,110,0
18,21,107,0
61,6,98,1
19,16,98,0
14,25,93,0
11,23,91,0
12,21,83,0
15,10,75,0
12,17,75,0
11,18,74,0
12,14,73,0
13,14,71,0
10,17,70,0
11,15,69,0
11,14,63,0
13,9,62,0
7,21,62,0
20,8,61,0
15,20,61,0
12,14,61,0
14,11,61,0
11,14,60,0
9,21,60,0
8,16,58,0
10,14,58,0
12,8,57,0
10,19,57,0
15,15,55,0
9,9,54,0
9,15,54,0
9,16,54,0
9,14,54,0
9,14,54,0
10,16,54,0
17,8,54,0
11,9,53,0
11,10,53,0
13,11,53,0
12,9,53,0
16,7,53,0
15,12,53,0
12,11,52,0
10,9,52,0
13,15,52,0
12,17,52,0
5,16,52,0
7,16,52,0
10,14,51,0
12,7,51,0
10,15,51,0
10,13,51,0
11,13,51,0
11,8,51,0
11,7,50,0
6,17,50,0
17,10,50,0
8,8,50,0
12,15,49,0
12,12,49,0
13,7,49,0
14,7,49,0
10,17,49,0
6,17,49,0
11,17,49,0
7,13,49,0
12,15,49,0
6,14,48,0
16,19,48,0
14,8,48,0
14,7,48,0
16,6,48,0
7,16,47,0
13,10,47,0
11,18,47,0
15,6,47,0
14,10,47,0
11,11,47,0
8,9,47,0
15,9,47,0
6,17,47,0
7,14,46,0
10,10,46,0
17,6,46,0
9,9,46,0
12,10,46,0
11,13,45,0
5,13,45,0
9,11,45,0
14,11,45,0
6,13,45,0
7,12,45,0
10,15,45,0
6,14,45,0
8,12,44,0
17,5,44,0
11,12,44,0
10,8,44,0
14,9,44,0
16,9,44,0
11,13,44,0
8,12,44,0
10,9,44,0
8,10,43,0
6,18,43,0
10,9,43,0
10,8,43,0
9,7,43,0
8,11,43,0
7,11,43,0
5,18,43,0
9,7,43,0
8,16,43,0
7,14,42,0
8,14,42,0
6,14,42,0
12,11,42,0
12,11,42,0
7,13,42,0
10,6,42,0
12,7,42,0
10,13,42,0
8,12,42,0
9,10,42,0
10,6,42,0
8,8,42,0
8,8,41,0
10,9,41,0
13,6,41,0
13,9,41,0
6,13,41,0
10,7,41,0
8,13,41,0
12,11,41,0
6,14,40,0
9,10,40,0
13,6,40,0
11,7,40,0
8,8,40,0
8,9,40,0
10,8,40,0
5,17,40,0
10,8,40,0
13,6,40,0
11,7,40,0
5,13,40,0
8,11,40,0
12,7,40,0
8,14,40,0
9,6,40,0
11,12,40,0
7,12,40,0
9,12,40,0
6,13,39,0
14,6,39,0
12,9,39,0
9,7,39,0
6,9,39,0
8,11,39,0
7,10,39,0
11,5,39,0
6,14,39,0
12,6,39,0
12,7,39,0
9,10,39,0
7,7,39,0
5,17,39,0
10,10,39,0
10,8,39,0
8,10,39,0
7,10,39,0
11,9,39,0
9,9,38,0
5,13,38,0
8,7,38,0
8,8,38,0
12,12,38,0
14,6,38,0
14,5,38,0
9,7,38,0
11,5,38,0
7,11,38,0
12,8,38,0
10,8,38,0
9,6,37,0
12,5,37,0
9,6,37,0
7,12,37,0
9,7,37,0
10,8,37,0
10,8,37,0
10,7,37,0
13,6,37,0
6,11,37,0
6,11,37,0
10,5,37,0
7,11,37,0
5,14,37,0
7,8,37,0
9,10,37,0
9,6,37,0
9,9,37,0
13,10,37,0
9,9,37,0
11,8,37,0
10,6,36,0
6,14,36,0
10,8,36,0
10,7,36,0
6,11,36,0
10,8,36,0
6,9,36,0
9,7,36,0
9,13,36,0
12,6,36,0
11,5,36,0
7,7,36,0
9,6,36,0
8,9,36,0
9,6,36,0
5,12,36,0
6,15,36,0
12,8,36,0
6,8,36,0
8,8,36,0
14,8,36,0
6,11,36,0
7,9,35,0
10,7,35,0
8,9,35,0
9,5,35,0
6,12,35,0
7,7,35,0
7,7,35,0
10,8,35,0
13,6,35,0
11,8,35,0
9,6,35,0
9,9,35,0
8,9,35,0
10,7,35,0
7,9,35,0
8,7,35,0
5,13,35,0
7,6,35,0
10,8,35,0
8,10,35,0
7,8,35,0
6,10,35,0
8,9,35,0
7,10,35,0
5,14,35,0
8,8,35,0
12,6,35,0
9,8,35,0
