801,43,4942,1
478,30,1956,1
187,433,1487,1
12,168,666,1
19,18,183,0
25,16,160,0
33,45,153,0
28,22,152,0
19,15,151,0
17,21,150,0
21,14,147,0
18,15,143,0
23,13,129,0
16,20,126,0
16,14,125,0
16,15,121,0
16,23,118,0
20,12,117,0
17,12,116,0
18,18,114,0
14,18,114,0
19,10,111,0
14,13,109,0
18,22,109,0
21,10,108,0
15,18,108,0
13,17,107,0
18,19,106,0
18,14,105,0
20,11,104,0
16,11,103,0
21,14,103,0
15,13,103,0
15,15,103,0
18,16,103,0
16,11,102,0
15,20,101,0
16,11,101,0
14,19,99,0
11,16,98,0
17,10,98,0
17,12,97,0
14,20,97,0
13,11,96,0
12,16,95,0
19,10,94,0
19,12,93,0
18,15,92,0
15,11,92,0
16,17,91,0
15,12,91,0
18,9,89,0
19,11,89,0
22,12,88,0
13,11,88,0
14,14,88,0
14,12,87,0
20,9,87,0
12,10,86,0
21,10,85,0
17,11,85,0
16,10,84,0
14,11,84,0
14,12,84,0
15,12,83,0
11,11,83,0
16,15,82,0
18,12,81,0
14,9,80,0
13,12,80,0
22,11,79,0
14,8,79,0
10,13,78,0
16,10,78,0
11,18,77,0
15,9,77,0
13,12,76,0
19,12,76,0
10,11,75,0
10,11,75,0
15,11,75,0
10,15,74,0
15,8,73,0
13,12,73,0
10,13,73,0
11,11,73,0
13,11,72,0
13,11,72,0
11,10,72,0
12,10,72,0
14,13,72,0
18,12,72,0
11,10,71,0
11,12,71,0
11,9,71,0
12,11,71,0
12,11,70,0
11,16,70,0
12,9,70,0
12,15,70,0
11,10,69,0
13,9,69,0
11,10,69,0
10,16,69,0
15,15,69,0
12,9,69,0
21,11,68,0
13,13,68,0
13,17,68,0
17,10,68,0
17,8,68,0
12,12,68,0
13,10,68,0
11,13,68,0
12,13,68,0
10,10,68,0
13,9,67,0
13,9,67,0
12,11,67,0
12,10,67,0
15,8,67,0
12,9,67,0
13,10,67,0
11,11,66,0
10,10,66,0
10,13,65,0
14,9,65,0
9,10,65,0
18,9,65,0
12,9,65,0
17,7,65,0
11,8,65,0
12,12,65,0
13,8,65,0
10,10,65,0
18,18,65,0
13,11,64,0
9,14,64,0
12,9,64,0
13,10,64,0
14,10,64,0
10,11,64,0
12,12,63,0
11,9,63,0
13,8,62,0
13,10,62,0
9,10,62,0
11,10,61,0
12,9,61,0
13,12,61,0
12,12,61,0
12,10,61,0
15,12,61,0
12,11,61,0
10,11,61,0
11,13,60,0
13,9,60,0
12,8,60,0
12,8,60,0
10,15,60,0
19,10,59,0
10,10,59,0
10,8,59,0
11,10,59,0
11,11,59,0
10,11,59,0
8,11,59,0
11,12,59,0
10,13,59,0
12,13,59,0
12,10,59,0
8,17,59,0
13,8,59,0
10,10,59,0
11,11,59,0
11,10,59,0
11,12,59,0
12,8,59,0
11,9,58,0
14,10,58,0
12,8,58,0
9,11,58,0
15,8,58,0
8,13,58,0
11,8,58,0
17,9,58,0
11,8,57,0
10,12,57,0
14,8,57,0
15,7,57,0
11,8,57,0
10,8,57,0
10,10,57,0
11,10,57,0
10,13,57,0
11,11,57,0
7,13,57,0
9,12,57,0
11,8,57,0
11,9,57,0
10,11,56,0
11,9,56,0
11,14,56,0
8,10,56,0
8,11,56,0
13,11,56,0
13,8,56,0
9,9,56,0
12,11,55,0
13,7,55,0
11,8,55,0
11,11,55,0
9,11,55,0
10,11,55,0
9,11,55,0
12,8,55,0
13,8,55,0
12,10,55,0
11,10,55,0
10,9,55,0
9,15,55,0
13,12,55,0
11,12,54,0
9,11,54,0
14,10,54,0
13,7,54,0
8,13,54,0
9,11,54,0
8,10,54,0
10,11,54,0
10,8,54,0
11,10,54,0
11,11,54,0
10,9,54,0
8,12,54,0
11,10,54,0
9,9,54,0
9,10,54,0
10,9,54,0
10,10,54,0
10,9,54,0
14,8,54,0
11,9,53,0
10,9,53,0
10,12,53,0
14,10,53,0
11,8,53,0
10,9,53,0
7,14,53,0
10,9,53,0
11,9,53,0
9,12,53,0
10,12,53,0
10,11,53,0
12,9,53,0
12,10,52,0
9,12,52,0
14,10,52,0
8,12,52,0
10,9,52,0
9,11,52,0
8,11,52,0
10,8,52,0
10,9,52,0
15,9,52,0
15,10,52,0
9,11,52,0
10,8,52,0
10,10,52,0
11,11,52,0
11,8,52,0
8,13,52,0
9,12,52,0
14,6,52,0
9,10,52,0
9,13,52,0
9,11,51,0
11,9,51,0
10,8,51,0
14,18,51,0
7,10,51,0
10,13,51,0
8,9,51,0
9,12,51,0
10,9,51,0
12,15,51,0
10,10,51,0
8,9,51,0
9,14,51,0
13,11,51,0
11,10,51,0
13,8,51,0
9,8,51,0
9,8,51,0
15,9,51,0
13,12,51,0
15,6,51,0
9,10,51,0
12,11,51,0
10,8,50,0
11,7,50,0
8,8,50,0
9,9,50,0
12,7,50,0
8,11,50,0
9,9,50,0
11,9,50,0
9,8,50,0
11,8,50,0
13,12,50,0
11,9,50,0
11,17,50,0
9,9,50,0
12,9,50,0
9,8,50,0
12,8,50,0
11,7,50,0
10,11,50,0
8,9,50,0
13,8,50,0
10,9,50,0
10,9,50,0
13,7,50,0
8,12,49,0
6,13,49,0
8,10,49,0
12,7,49,0
11,15,49,0
9,9,49,0
11,7,49,0
8,9,49,0
12,6,49,0
11,9,49,0
10,8,49,0
15,11,49,0
9,8,49,0
8,8,49,0
13,9,49,0
8,11,49,0
8,12,49,0
12,11,49,0
10,7,49,0
14,7,49,0
9,8,49,0
11,10,49,0
8,11,48,0
9,8,48,0
9,12,48,0
11,7,48,0
13,8,48,0
8,8,48,0
11,10,48,0
8,11,48,0
11,12,48,0
9,12,48,0
8,8,48,0
13,8,48,0
12,8,48,0
8,9,48,0
9,12,48,0
7,14,48,0
12,14,48,0
9,8,48,0
9,9,48,0
10,8,48,0
10,8,48,0
9,8,48,0
9,10,48,0
8,11,48,0
11,9,48,0
8,12,48,0
12,8,48,0
10,8,48,0
10,9,48,0
11,10,48,0
10,10,48,0
12,6,47,0
10,8,47,0
9,9,47,0
7,12,47,0
10,12,47,0
8,9,47,0
11,8,47,0
7,8,47,0
13,8,47,0
11,8,47,0
8,11,47,0
13,8,47,0
7,14,47,0
12,6,47,0
10,9,47,0
9,8,47,0
11,10,47,0
13,7,47,0
10,8,47,0
8,12,47,0
9,10,47,0
9,9,47,0
8,8,47,0
6,13,47,0
10,14,47,0
9,8,47,0
9,11,47,0
9,12,47,0
10,8,47,0
8,8,47,0
9,9,47,0
14,8,47,0
8,12,47,0
9,12,47,0
9,12,47,0
11,11,47,0
10,8,46,0
11,6,46,0
10,11,46,0
11,7,46,0
10,8,46,0
12,9,46,0
11,8,46,0
6,15,46,0
10,7,46,0
12,9,46,0
8,9,46,0
8,11,46,0
11,9,46,0
11,6,46,0
16,7,46,0
11,9,46,0
12,8,46,0
8,8,46,0
8,8,46,0
9,7,46,0
7,9,46,0
8,9,46,0
8,9,46,0
7,11,46,0
13,10,46,0
9,11,46,0
9,11,46,0
8,12,45,0
7,12,45,0
9,10,45,0
7,14,45,0
10,9,45,0
10,8,45,0
10,10,45,0
8,8,45,0
9,7,45,0
