44,254,800,1
135,15,507,1
163,110,490,1
86,33,306,1
54,22,230,1
23,19,137,0
20,27,119,0
14,28,118,0
14,23,112,0
23,20,101,0
19,12,100,0
13,21,97,0
18,15,92,0
15,15,91,0
13,22,91,0
12,19,90,0
12,17,88,0
10,22,85,0
12,19,84,0
10,17,83,0
15,15,82,0
16,15,78,0
19,10,77,0
14,23,76,0
13,17,75,0
8,22,74,0
13,17,71,0
10,15,70,0
13,16,69,0
13,14,69,0
15,11,68,0
15,12,67,0
15,17,67,0
15,11,66,0
7,18,66,0
17,9,66,0
14,11,66,0
11,11,65,0
11,13,65,0
12,17,62,0
11,10,62,0
16,9,61,0
13,10,61,0
14,10,61,0
8,16,61,0
12,18,59,0
17,10,58,0
16,11,58,0
11,21,57,0
7,18,57,0
15,8,57,0
6,16,56,0
9,12,56,0
7,14,56,0
13,9,55,0
12,11,55,0
6,16,55,0
20,8,55,0
9,15,55,0
12,14,55,0
7,16,55,0
12,18,54,0
15,16,54,0
13,17,54,0
9,16,54,0
14,9,54,0
7,16,54,0
13,16,54,0
11,13,53,0
11,11,53,0
10,13,53,0
16,11,53,0
11,13,53,0
12,13,53,0
13,10,52,0
8,14,52,0
14,10,52,0
11,10,52,0
13,15,51,0
6,15,51,0
10,7,51,0
12,10,51,0
10,15,51,0
14,7,51,0
15,10,51,0
11,14,50,0
12,6,50,0
7,15,50,0
9,12,50,0
13,10,50,0
5,20,49,0
9,10,49,0
11,16,49,0
14,8,49,0
5,15,49,0
9,10,49,0
10,10,49,0
13,10,49,0
13,7,49,0
11,9,49,0
8,15,48,0
10,10,48,0
14,9,48,0
9,10,48,0
13,7,48,0
9,19,48,0
7,15,48,0
13,7,48,0
13,12,48,0
10,7,48,0
9,11,48,0
8,15,48,0
7,15,48,0
11,7,48,0
9,11,47,0
9,9,47,0
10,10,47,0
12,11,47,0
15,7,47,0
11,9,47,0
15,8,47,0
14,7,47,0
13,12,47,0
10,12,47,0
9,15,47,0
6,15,47,0
15,7,47,0
6,16,47,0
10,7,46,0
8,18,46,0
13,8,46,0
9,13,46,0
6,15,46,0
12,8,46,0
7,13,46,0
16,6,46,0
11,8,46,0
13,7,46,0
10,9,46,0
8,7,46,0
9,12,45,0
9,14,45,0
7,12,45,0
10,10,45,0
12,6,45,0
9,16,45,0
13,8,45,0
11,6,45,0
7,14,45,0
8,14,45,0
6,15,45,0
11,11,45,0
12,9,45,0
5,15,44,0
8,14,44,0
11,16,44,0
12,9,44,0
6,14,44,0
11,15,44,0
9,8,44,0
10,11,44,0
11,11,44,0
6,14,44,0
16,6,44,0
6,13,44,0
7,14,44,0
13,7,44,0
7,12,43,0
10,14,43,0
10,12,43,0
19,6,43,0
